ValueId,PolyId,AREA,PERIMETER,C_GRDC663#,C_GRDC663-ID,RECORDNAME,SYMBOLFLD,GRDC-ID,GRIDVALUE,RIVERNAME,COUNTRY,GRDC-AREA,STARTMONTH,STARTYEAR,ENDMONTH,ENDYEAR,TIMESERIES,PERCENTRECORD,CELLID,BASINID,BASINNAME,ORDER,NUMBEROFCELLS,STNMAINSTEMLENGT,STNCATCHMENTAREA,STNINTERSTATIONA,NEXTSTATION,INTERSTNA,MEANQ,MINQ,MAXQ,INTERSTNQ,RUNOFF,STNRUNOFF,INTERSTNRO,STNINTERSTNRO,WBMINTERSTNRUNOF,WMINTERSTNPRECIP,CORRECTIONCOEF,WBMRUNOFF,X-COORD,Y-COORD
"172","0",0.000,0.000,"172","172",Pandu,Monthly,"2851300","172",Brahmaputra,IN,405000.0,"1","1956","11","1979",M,38.9,"16824","15",Ganges,"4","150",1974.3,405697.2,252711.9,"164",251809.0,18099.5,1033.0,56500.0,17183.1,1409.4,1406.9,2152.0,2144.3,914.03,1585.70,2.3,777.84,92.750,26.750
"173","0",0.000,0.000,"173","173",Ahmedabad,Monthly,"2853050","173",Sabarmati,IN,12950.0,"1","1968","12","1979",M,8.3,"45973","469",Rabarmati,"2","4",186.5,11273.8,11273.8,"0",12950.0,32.6,0.0,484.0,32.6,79.3,91.1,79.3,91.1,271.56,911.55,0.3,271.56,72.750,23.750
"174","0",0.000,0.000,"174","174",Sevalia,Monthly,"2853150","174",Mahi,IN,33670.0,"1","1968","12","1979",M,8.3,"45916","465",Mahi,"3","10",378.0,28464.6,28464.6,"0",33670.0,382.6,0.0,10887.0,382.6,358.3,423.9,358.3,423.9,168.13,891.92,2.5,168.13,72.750,22.250
"175","0",0.000,0.000,"175","175",Garudeshwar,Monthly,"2853200","175",Narmada,IN,89345.0,"1","1949","12","1979",M,16.1,"38074","139",Narmada,"2","33",867.0,94019.9,76936.3,"0",72769.0,1216.2,10.0,11246.0,912.5,429.3,407.9,395.4,374.0,424.86,1218.22,0.9,462.09,74.750,22.250
"176","0",0.000,0.000,"176","176",Kathore,Monthly,"2853300","176",Tapi,IN,61575.0,"6","1940","12","1979",M,31.9,"41189","224",Tapti,"2","21",490.1,60569.0,60569.0,"0",61575.0,488.9,2.0,9830.0,488.9,250.4,254.5,250.4,254.5,113.93,890.73,2.2,113.93,73.750,21.250
"177","0",0.000,0.000,"177","177",Jamtara,Monthly,"2853500","177",Narmada,IN,16576.0,"1","1949","12","1974",M,0.3,"38085","139",Narmada,"2","6",229.4,17083.6,17083.6,"175",16576.0,303.8,1.0,7704.0,303.8,577.9,560.7,577.9,560.7,629.71,1388.22,0.9,629.71,80.250,22.750
"178","0",0.000,0.000,"178","178",Kokpara,Monthly,"2854020","178",Subarnarekha,IN,15152.0,"1","1964","12","1974",M,3.0,"47048","572",Subamarekha,"2","6",278.2,17104.3,17104.3,"0",15152.0,310.2,1.0,2205.0,310.2,645.7,572.0,645.7,572.0,425.31,1465.69,1.3,425.31,86.750,22.250
"179","0",0.000,0.000,"179","179",Rhondia,Monthly,"2854050","179",Damodar,IN,19220.0,"1","1934","12","1979",M,11.6,"42001","253",Damodar,"2","8",279.0,22603.0,22603.0,"0",19220.0,296.3,0.0,2707.0,296.3,486.2,413.4,486.2,413.4,274.31,1346.60,1.5,274.31,87.250,23.750
"180","0",0.000,0.000,"180","180",Takali,Monthly,"2854100","180",Bhima,IN,33916.0,"1","1968","12","1979",M,8.3,"33662","77",Krishna,"2","11",306.7,32250.0,32250.0,"181",33916.0,236.3,0.0,2261.0,236.3,219.7,231.1,219.7,231.1,286.28,1092.47,0.8,286.28,75.250,17.750
"181","0",0.000,0.000,"181","181",Vijayawada,Monthly,"2854300","181",Krishna,IN,251355.0,"1","1901","12","1979",M,6.3,"33644","77",Krishna,"3","85",1090.8,251683.7,219433.7,"0",217439.0,1641.7,0.0,16555.0,1405.4,206.0,205.7,203.8,202.0,180.81,958.25,1.1,194.33,80.750,16.250
"182","0",0.000,0.000,"182","182",Nellore,Monthly,"2854500","182",Penner,IN,53290.0,"1","1965","12","1979",M,6.7,"42626","279",Penner,"3","18",479.3,53909.4,53909.4,"0",53290.0,74.3,0.0,997.0,74.3,44.0,43.5,44.0,43.5,15.53,739.07,2.8,15.53,79.750,14.750
"183","0",0.000,0.000,"183","183",Krishnarajasagar,Monthly,"2854700","183",Cauvery,IN,10600.0,"1","1934","12","1979",M,32.6,"40157","188",Cauweri,"2","3",131.9,9051.0,9051.0,"0",10600.0,168.3,1.0,1196.0,168.3,500.6,586.2,500.6,586.2,1268.98,2277.42,0.5,1268.98,76.250,12.750
"184","0",0.000,0.000,"184","184",Dhalegaon,Monthly,"2856200","184",Godavari,IN,30840.0,"1","1968","12","1979",M,8.3,"31873","65",Godavari,"2","11",414.5,31994.2,31994.2,"185",30840.0,126.3,0.0,2059.0,126.3,129.2,124.5,129.2,124.5,140.85,896.88,0.9,140.85,76.250,19.250
"185","0",0.000,0.000,"185","185",Mancherial,Monthly,"2856500","185",Godavari,IN,102900.0,"1","1968","12","1979",M,8.3,"31861","65",Godavari,"3","36",753.9,105189.1,73194.9,"187",72060.0,430.7,1.0,6542.0,304.4,132.0,129.1,133.2,131.1,92.74,918.33,1.4,107.37,79.250,18.750
"186","0",0.000,0.000,"186","186",Ashti,Monthly,"2856550","186",Wainganga,IN,50990.0,"1","1968","12","1979",M,8.3,"31866","65",Godavari,"3","18",370.0,51865.7,51865.7,"187",50990.0,690.1,3.0,6255.0,690.1,426.8,419.6,426.8,419.6,560.50,1441.30,0.7,560.50,79.750,20.250
"187","0",0.000,0.000,"187","187",Polavaram,Monthly,"2856900","187",Godavari,IN,299320.0,"6","1901","12","1979",M,7.0,"31853","65",Godavari,"4","105",873.4,305662.5,148607.7,"0",145430.0,3038.2,7.0,34606.0,1917.3,320.1,313.5,415.8,406.9,324.39,1274.35,1.3,289.77,81.750,17.250
"188","0",0.000,0.000,"188","188",Novy Eropol,Monthly,"2901200","188",Anadyr,RS,47300.0,"1","1965","12","1984",M,0.0,"35126","91",GHAASBasin91,"4","37",366.9,46258.5,46258.5,"0",47300.0,464.0,3.0,4510.0,464.0,309.4,316.4,309.4,316.4,367.03,572.75,0.9,367.03,168.750,65.250
"189","0",0.000,0.000,"189","189",Kamenskoe,Monthly,"2901300","189",Penzhina,RS,71600.0,"1","1957","12","1984",M,3.6,"40095","187",Penzhina,"3","53",521.1,73037.0,73037.0,"0",71600.0,695.5,9.0,7330.0,695.5,306.3,300.3,306.3,300.3,410.85,650.87,0.7,410.85,166.250,62.250
"190","0",0.000,0.000,"190","190",Kluchi,Monthly,"2902800","190",Kamchatka,RS,45600.0,"1","1931","12","1984",M,0.8,"43090","298",Kamchatka,"2","26",531.7,45474.5,45474.5,"0",45600.0,779.0,295.0,2720.0,779.0,538.7,540.2,538.7,540.2,538.40,782.05,1.0,538.40,161.750,56.250
"191","0",0.000,0.000,"191","191",Bodaibo,Monthly,"2903050","191",Vitim,RS,186000.0,"1","1965","12","1984",M,0.0,"11403","9",Lena,"4","108",1230.5,190305.3,190305.3,"196",186000.0,1622.4,56.0,8800.0,1622.4,275.1,268.8,275.1,268.8,114.25,403.30,2.4,114.25,114.750,57.750
"192","0",0.000,0.000,"192","192",Chabda,Monthly,"2903080","192",Maya,RS,165000.0,"1","1965","12","1984",M,0.0,"11416","9",Lena,"4","101",731.0,162521.7,162521.7,"196",165000.0,1300.6,5.0,8110.0,1300.6,248.6,252.4,248.6,252.4,389.26,638.43,0.6,389.26,134.750,59.750
"193","0",0.000,0.000,"193","193",Saskylakh,Monthly,"2903150","193",Anabar,RS,78800.0,"1","1966","12","1994",M,6.3,"39309","166",Anabar,"4","75",597.1,79098.7,79098.7,"0",78800.0,445.4,0.0,5504.0,445.4,178.3,177.6,178.3,177.6,22.33,295.33,8.0,22.33,114.250,71.750
"194","0",0.000,0.000,"194","194",Shorokhovo,Monthly,"2903300","194",Kirenga,RS,46500.0,"1","1965","12","1984",M,0.0,"11497","9",Lena,"3","28",446.1,48328.8,48328.8,"196",46500.0,652.5,70.0,3460.0,652.5,442.5,425.8,442.5,425.8,77.32,363.01,5.5,77.32,108.250,57.250
"195","0",0.000,0.000,"195","195",Tulun,Monthly,"2903410","195",Iya,RS,14500.0,"1","1965","12","1984",M,0.0,"8538","7",Yenisei,"2","8",295.5,14381.9,14381.9,"205",14500.0,149.1,5.0,757.0,149.1,324.3,327.0,324.3,327.0,71.32,399.09,4.6,71.32,100.750,55.250
"196","0",0.000,0.000,"196","196",Stolb,Monthly,"2903430","196",Lena,RS,2460000.0,"1","1978","12","1994",M,0.0,"11280","9",Lena,"6","1630",4328.8,2417046.2,1898358.9,"0",1949000.0,15204.2,927.0,85880.0,11105.8,194.9,198.4,179.7,184.5,73.53,367.37,2.5,97.39,126.750,72.750
"197","0",0.000,0.000,"197","197",Bugurtak,Monthly,"2903700","197",Tuba,RS,31800.0,"1","1965","12","1984",M,2.5,"8370","7",Yenisei,"2","19",489.9,34815.8,34815.8,"205",31800.0,775.4,86.0,5620.0,775.4,769.0,702.3,769.0,702.3,149.97,473.95,4.7,149.97,92.750,53.750
"198","0",0.000,0.000,"198","198",Sretensk,Monthly,"2906200","198",Shilka,RS,175000.0,"5","1896","12","1985",M,1.9,"5884","5",Amur,"3","92",1128.9,177872.0,177872.0,"200",175000.0,409.2,0.0,3780.0,409.2,73.7,72.5,73.7,72.5,30.33,368.65,2.4,30.33,118.750,52.750
"199","0",0.000,0.000,"199","199",Ust-Ulma,Monthly,"2906500","199",Selemdhza,RS,67000.0,"1","1965","12","1984",M,0.0,"5933","5",Amur,"3","34",496.5,63141.8,63141.8,"200",67000.0,654.8,7.0,5360.0,654.8,308.2,327.1,308.2,327.1,285.53,633.35,1.1,285.53,129.250,51.750
"200","0",0.000,0.000,"200","200",Khabarovsk,Monthly,"2906700","200",Amur,RS,1630000.0,"5","1896","12","1985",M,0.9,"5787","5",Amur,"5","1292",4308.3,2686517.2,2028525.9,"202",972600.0,8474.4,165.0,35600.0,5983.3,164.0,99.5,194.0,93.0,73.83,392.47,1.3,82.39,134.750,48.250
"201","0",0.000,0.000,"201","201",Kirovsky,Monthly,"2906800","201",Ussuri,RS,24400.0,"1","1965","12","1984",M,0.0,"6064","5",Amur,"2","10",327.2,22104.4,22104.4,"200",24400.0,222.3,2.0,1140.0,222.3,287.3,317.1,287.3,317.1,352.34,791.50,0.9,352.34,133.250,45.250
"202","0",0.000,0.000,"202","202",Komsomolsk,Monthly,"2906900","202",Amur,RS,1730000.0,"1","1933","12","1990",M,0.0,"5782","5",Amur,"5","1340",4609.7,2782795.0,96277.8,"0",100000.0,9874.4,374.0,33100.0,1400.0,180.0,111.9,441.5,458.6,299.61,713.50,1.5,89.91,137.250,50.250
"203","0",0.000,0.000,"203","203",Mostovoy,Monthly,"2907400","203",Selenga,RS,440200.0,"1","1980","12","1991",M,0.0,"8191","7",Yenisei,"5","223",1172.7,446029.0,422958.7,"205",414500.0,950.6,34.0,4101.0,889.0,68.1,67.2,67.6,66.3,49.99,333.71,1.3,50.01,107.250,52.250
"204","0",0.000,0.000,"204","204",Maleta,Monthly,"2908400","204",Khilok,RS,25700.0,"1","1965","12","1984",M,0.4,"8443","7",Yenisei,"2","12",404.9,23070.4,23070.4,"203",25700.0,61.6,0.0,439.0,61.6,75.6,84.2,75.6,84.2,50.46,369.42,1.7,50.46,108.750,50.750
"205","0",0.000,0.000,"205","205",Igarka,Monthly,"2909150","205",Yenisei,RS,2440000.0,"1","1936","12","1995",M,0.0,"8125","7",Yenisei,"5","1471",4337.4,2413479.2,1700922.0,"0",1735500.0,18050.0,3120.0,112000.0,14546.0,233.3,235.9,264.3,269.7,111.27,434.04,2.4,98.19,86.750,67.750
"206","0",0.000,0.000,"206","206",Malykai,Monthly,"2909280","206",Markha,RS,89600.0,"1","1965","12","1984",M,3.8,"11448","9",Lena,"3","72",692.8,93685.4,93685.4,"196",89600.0,393.9,0.0,3520.0,393.9,138.6,132.6,138.6,132.6,8.98,311.71,14.8,8.98,116.750,63.250
"207","0",0.000,0.000,"207","207",Kuzmovka,Monthly,"2909400","207",Podkamennaya Tunguska,RS,218000.0,"1","1965","12","1984",M,0.0,"8235","7",Yenisei,"4","145",1219.3,217330.5,217330.5,"205",218000.0,1628.9,100.0,15100.0,1628.9,235.6,236.4,235.6,236.4,87.81,426.11,2.7,87.81,91.750,61.750
"208","0",0.000,0.000,"208","208",Ugut,Monthly,"2910100","208",Bolshoi Yugan,RS,22100.0,"1","1965","12","1984",M,0.0,"10063","8",Ob,"2","14",369.6,21941.2,21941.2,"217",22100.0,151.4,18.0,856.0,151.4,216.1,217.7,216.1,217.7,275.66,628.93,0.8,275.66,74.250,60.250
"209","0",0.000,0.000,"209","209",Napas,Monthly,"2910200","209",Tym,RS,24500.0,"1","1965","12","1984",M,0.0,"10059","8",Ob,"2","15",282.9,22915.2,22915.2,"217",24500.0,205.5,10.0,1010.0,205.5,264.5,282.8,264.5,282.8,170.48,523.54,1.7,170.48,82.250,60.250
"210","0",0.000,0.000,"210","210",Tomsk,Monthly,"2910300","210",Tom,RS,57000.0,"1","1965","12","1990",M,0.0,"9934","8",Ob,"3","32",624.8,57736.1,26294.7,"217",27200.0,1047.0,64.0,7500.0,396.2,579.3,571.9,459.3,475.1,166.60,592.07,2.9,289.66,84.750,56.750
"211","0",0.000,0.000,"211","211",Biysk,Monthly,"2910470","211",Biya,RS,36900.0,"1","1895","12","1985",M,0.0,"9997","8",Ob,"2","18",454.3,34656.3,34656.3,"217",36900.0,478.3,21.0,2650.0,478.3,408.8,435.2,408.8,435.2,296.14,615.25,1.5,296.14,85.750,52.750
"212","0",0.000,0.000,"212","212",Novokuznetsk,Monthly,"2910490","212",Tom,RS,29800.0,"1","1894","12","1985",M,0.0,"10014","8",Ob,"3","17",251.6,31441.5,31441.5,"210",29800.0,650.9,10.0,5030.0,650.9,688.8,652.8,688.8,652.8,392.58,793.10,1.7,392.58,87.250,54.250
"213","0",0.000,0.000,"213","213",Omsk,Monthly,"2911100","213",Irtish,RS,321000.0,"1","1980","12","1990",M,0.8,"9814","8",Ob,"3","159",1955.6,316015.2,316015.2,"217",321000.0,734.2,194.0,2341.0,734.2,72.1,73.3,72.1,73.3,86.33,421.22,0.8,86.33,73.750,54.750
"214","0",0.000,0.000,"214","214",Petropavlovsk,Monthly,"2911200","214",Ishim,KZ,118000.0,"1","1965","10","1984",M,7.1,"9874","8",Ob,"3","62",1065.5,118145.8,118145.8,"217",118000.0,37.4,0.0,737.0,37.4,10.0,10.0,10.0,10.0,105.04,498.89,0.1,105.04,68.750,54.750
"215","0",0.000,0.000,"215","215",Tiumen,Monthly,"2912400","215",Tura,RS,58500.0,"1","1896","12","1985",M,0.0,"9923","8",Ob,"3","40",480.5,65659.5,65659.5,"217",58500.0,189.9,11.0,6810.0,189.9,102.4,91.2,102.4,91.2,107.62,547.37,0.8,107.62,65.250,57.250
"216","0",0.000,0.000,"216","216",Sosva,Monthly,"2912550","216",Northern Sosva,RS,65200.0,"1","1965","12","1984",M,5.0,"9918","8",Ob,"4","50",285.4,68905.0,68905.0,"217",65200.0,608.5,13.0,3770.0,608.5,294.3,278.5,294.3,278.5,213.66,553.52,1.3,213.66,61.750,63.750
"217","0",0.000,0.000,"217","217",Salekhard,Monthly,"2912600","217",Ob,RS,2949998.0,"1","1930","12","1994",M,0.0,"9738","8",Ob,"5","1515",3888.8,2532786.5,1826812.0,"0",2246798.0,12532.2,2120.0,43423.0,9080.0,134.0,156.0,127.4,156.7,169.40,538.16,0.9,161.04,67.250,66.750
"218","0",0.000,0.000,"218","218",Akutkul,Monthly,"2913200","218",Kara-Turgay,KZ,14700.0,"1","1965","12","1975",M,2.3,"19914","20",Syr-Darya,"2","7",242.6,14226.7,14226.7,"0",14700.0,9.4,0.0,164.0,9.4,20.2,20.8,20.2,20.8,-0.00,315.05,1.0,-0.00,64.750,49.250
"219","0",0.000,0.000,"219","219",Sergiopolskoye,Monthly,"2913550","219",Nura,KZ,12300.0,"1","1965","12","1984",M,1.3,"40185","189",GHAASBasin189,"2","8",203.9,16040.2,16040.2,"0",12300.0,10.8,0.0,238.0,10.8,27.7,21.2,27.7,21.2,14.56,421.51,1.5,14.56,73.750,50.250
"220","0",0.000,0.000,"220","220",Ush-Tobe,Monthly,"2914450","220",Karatal,KZ,13200.0,"1","1965","12","1984",M,0.8,"33245","73",GHAASBasin73,"2","5",175.1,10938.8,10938.8,"0",13200.0,55.4,0.0,359.0,55.4,132.4,159.8,132.4,159.8,55.46,418.48,2.9,55.46,77.750,45.250
"221","0",0.000,0.000,"221","221",Tyumen-Aryk,Monthly,"2916200","221",Syr-Darya,KZ,219000.0,"1","1930","12","1984",M,7.0,"19798","20",Syr-Darya,"3","116",1391.4,268980.1,183669.0,"0",136600.0,541.9,48.0,2240.0,-62.5,78.0,63.5,-14.4,-10.7,53.17,337.14,1.0,75.14,67.250,43.750
"222","0",0.000,0.000,"222","222",Arys,Monthly,"2916500","222",Arys,KZ,13100.0,"1","1965","12","1984",M,0.0,"19918","20",Syr-Darya,"2","6",164.6,13692.9,13692.9,"221",13100.0,20.8,3.0,318.0,20.8,50.1,48.0,50.1,48.0,169.09,522.66,0.3,169.09,69.250,42.250
"223","0",0.000,0.000,"223","223",Hodjikent,Monthly,"2916550","223",Chirchik,UZ,10900.0,"1","1935","12","1985",M,5.7,"19926","20",Syr-Darya,"2","5",193.7,11495.3,11495.3,"221",10900.0,218.3,49.0,1220.0,218.3,631.6,598.9,631.6,598.9,298.09,544.43,2.0,298.09,70.250,41.750
"224","0",0.000,0.000,"224","224",Uch-Kurgan,Monthly,"2916850","224",Naryn,KG,58400.0,"1","1933","12","1990",M,0.0,"19842","20",Syr-Darya,"2","26",598.0,60122.9,25332.6,"221",23800.0,365.2,20.0,1910.0,160.5,197.2,191.6,212.7,199.8,69.99,363.03,2.9,78.23,72.750,41.250
"225","0",0.000,0.000,"225","225",Ust. Kekirim,Monthly,"2916860","225",Naryn,KG,34600.0,"4","1934","12","1980",M,7.4,"19860","20",Syr-Darya,"2","15",389.7,34790.4,25529.5,"224",24100.0,204.7,69.0,858.0,117.8,186.6,185.6,154.2,145.5,47.91,314.72,3.0,84.22,74.250,41.250
"226","0",0.000,0.000,"226","226",Naryn,Monthly,"2916890","226",Naryn,KG,10500.0,"1","1933","12","1980",M,0.9,"19941","20",Syr-Darya,"2","4",153.1,9260.8,9260.8,"225",10500.0,86.9,10.0,400.0,86.9,261.0,296.0,261.0,296.0,184.33,352.97,1.6,184.33,76.750,41.250
"227","0",0.000,0.000,"227","227",Chatly,Monthly,"2917100","227",Amu-Darya,UZ,450000.0,"1","1931","12","1973",M,2.1,"27874","43",Amu-Darya,"4","227",1714.5,550123.2,240876.9,"0",130800.0,1376.2,0.0,5760.0,-474.8,96.4,78.9,-114.5,-62.2,21.62,238.23,1.0,62.18,60.750,41.750
"228","0",0.000,0.000,"228","228",Kerki,Monthly,"2917110","228",Amu-Darya,RS,309000.0,"1","1932","12","1989",M,30.3,"27885","43",Amu-Darya,"4","121",1013.6,297328.4,148744.8,"227",151300.0,1696.1,312.0,7470.0,-5.4,173.1,179.9,-1.1,-1.2,98.67,345.28,1.0,94.13,65.750,37.750
"229","0",0.000,0.000,"229","229",Manguzar,Monthly,"2917400","229",Surkhandarya,UZ,13500.0,"1","1932","12","1989",M,11.6,"27946","43",Amu-Darya,"2","5",240.5,12104.4,12104.4,"228",13500.0,49.9,0.0,390.0,49.9,116.5,129.9,116.5,129.9,11.35,291.51,11.4,11.35,67.750,37.750
"230","0",0.000,0.000,"230","230",Dupuli,Monthly,"2917450","230",Zaravchan,TA,10200.0,"1","1932","3","1995",M,1.3,"27949","43",Amu-Darya,"2","5",199.1,11917.9,11917.9,"227",10200.0,155.0,26.0,661.0,155.0,479.1,410.1,479.1,410.1,104.75,284.12,3.9,104.75,68.750,39.250
"231","0",0.000,0.000,"231","231",Khorog,Monthly,"2917700","231",Gunt,TA,13700.0,"1","1940","12","1985",M,0.0,"27936","43",Amu-Darya,"1","6",346.1,14780.2,14780.2,"235",13700.0,103.8,22.0,552.0,103.8,239.0,221.5,239.0,221.5,46.00,244.48,4.8,46.00,71.250,37.250
"232","0",0.000,0.000,"232","232",Murgab,Monthly,"2917830","232",Bartang,TA,10500.0,"1","1933","12","1985",M,20.0,"27968","43",Amu-Darya,"1","3",185.4,7332.5,7332.5,"235",10500.0,16.2,1.0,79.0,16.2,48.8,69.8,48.8,69.8,0.00,85.68,1.0,0.00,74.250,38.250
"233","0",0.000,0.000,"233","233",Tutkaul,Monthly,"2917900","233",Vakhsh,TA,31200.0,"1","1932","5","1967",M,1.6,"27907","43",Amu-Darya,"2","13",481.5,31136.7,12037.2,"228",11200.0,639.2,135.0,2170.0,309.5,646.1,647.4,871.5,810.9,60.49,277.02,13.4,62.61,69.750,38.750
"234","0",0.000,0.000,"234","234",Garm,Monthly,"2917920","234",Vakhsh,TA,20000.0,"1","1933","12","1990",M,8.5,"27927","43",Amu-Darya,"2","8",340.5,19099.5,19099.5,"233",20000.0,329.7,0.0,1380.0,329.7,519.9,544.4,519.9,544.4,63.95,221.22,8.5,63.95,70.750,39.250
"235","0",0.000,0.000,"235","235",Niz. Pjandge,Monthly,"2917950","235",Pjandge,TA,113000.0,"1","1965","12","1989",M,29.3,"27891","43",Amu-Darya,"3","43",721.6,105342.5,83229.8,"228",88800.0,1012.4,309.0,3280.0,892.4,282.5,303.1,316.9,338.1,127.15,311.88,2.7,107.46,68.750,37.250
"236","0",0.000,0.000,"236","236",Kushum,Monthly,"2919200","236",Ural,KZ,190000.0,"1","1915","12","1984",M,4.3,"32661","69",Ural,"3","97",955.3,187002.9,175205.3,"0",179000.0,296.7,12.0,4800.0,281.8,49.2,50.0,49.6,50.7,67.85,424.41,0.7,66.12,51.750,51.250
"237","0",0.000,0.000,"237","237",Aktubinsk,Monthly,"2919500","237",Ilek,KZ,11000.0,"1","1969","12","1984",M,0.0,"32696","69",Ural,"2","6",202.3,11797.7,11797.7,"236",11000.0,14.9,0.0,297.0,14.9,42.7,39.8,42.7,39.8,40.37,386.51,1.0,40.37,56.250,50.750
"238","0",0.000,0.000,"238","238",Sirikit Dam,Monthly,"2964080","238",Nan,TH,13300.0,"4","1955","3","1989",M,2.9,"36639","112",Chao Phraya,"1","5",299.1,14677.8,14677.8,"239",13300.0,175.7,11.0,1531.0,175.7,416.6,377.5,416.6,377.5,238.12,1351.87,1.6,238.12,100.250,17.250
"239","0",0.000,0.000,"239","239",Nakhon Sawan,Monthly,"2964100","239",Chao Phraya,TH,110569.0,"1","1976","3","1994",M,3.9,"36628","112",Chao Phraya,"3","40",542.9,117902.1,103224.2,"0",97269.0,646.6,105.0,3362.0,470.9,184.4,173.0,152.7,143.9,239.46,1317.61,0.6,239.29,100.250,15.250
"240","0",0.000,0.000,"240","240",Srinagarind Dam,Monthly,"2964999","240",Quae Yai,TH,10880.0,"4","1952","3","1989",M,2.6,"45173","412",Mae Klong,"1","4",244.1,11914.8,11914.8,"0",10880.0,140.0,9.0,883.0,140.0,405.7,370.4,405.7,370.4,1708.22,2661.18,0.2,1708.22,99.250,14.750
"241","0",0.000,0.000,"241","241",Chiang Saen,Monthly,"2969010","241",Mekong,TH,189000.0,"5","1960","12","1991",M,1.0,"25520","35",Mekong,"3","70",1955.7,191776.7,191776.7,"157",189000.0,2711.1,642.0,11570.0,2711.1,452.4,445.8,452.4,445.8,426.54,1078.34,1.0,426.54,100.250,20.750
"242","0",0.000,0.000,"242","242",Ban Chot,Daily,"2969082","242",Nam Chi,TH,10200.0,"4","1980","12","1993",D,20.0,"25579","35",Mekong,"2","4",154.2,11886.0,11886.0,"245",10200.0,50.1,0.0,625.8,50.1,155.0,133.0,155.0,133.0,96.33,1196.00,1.4,96.33,102.250,15.750
"243","0",0.000,0.000,"243","243",Nong Khai,Daily,"2969090","243",Mekong,TH,302000.0,"4","1980","12","1993",D,20.0,"25510","35",Mekong,"3","109",2586.4,305078.7,26386.9,"244",34000.0,4083.6,966.5,16067.0,458.3,426.4,422.1,425.1,547.7,437.39,1516.29,1.3,451.01,102.250,18.250
"244","0",0.000,0.000,"244","244",Mukdahan,Monthly,"2969100","244",Mekong,TH,391000.0,"4","1924","12","1991",M,0.4,"25504","35",Mekong,"3","138",2980.6,390302.2,85223.5,"158",89000.0,7949.9,971.0,32953.0,3866.2,641.2,642.3,1369.9,1430.7,1106.64,2216.28,1.3,594.16,104.750,16.750
"245","0",0.000,0.000,"245","245",Ubon,Monthly,"2969200","245",Nam Mun,TH,104000.0,"6","1955","12","1991",M,1.1,"25531","35",Mekong,"3","35",468.4,104137.4,92251.4,"158",93800.0,615.7,5.0,5606.0,565.6,186.7,186.5,190.2,193.3,251.44,1394.47,0.8,233.74,104.750,15.250
"246","0",0.000,0.000,"246","246",Ubileynaya,Monthly,"2998110","246",Yana,RS,224000.0,"1","1978","12","1994",M,0.0,"34157","82",Yana,"4","192",948.2,234463.6,234463.6,"0",224000.0,1022.4,0.0,7655.0,1022.4,143.9,137.5,143.9,137.5,4.60,185.69,29.9,4.60,135.750,70.750
"247","0",0.000,0.000,"247","247",Vorontsovo,Monthly,"2998400","247",Indigirka,RS,305000.0,"1","1937","12","1994",M,1.0,"31407","63",Indigirka,"5","244",1148.5,299735.5,278200.0,"0",282700.0,1587.2,3.0,10600.0,1471.4,164.1,167.0,164.1,166.8,30.33,251.80,5.5,30.96,147.250,69.750
"248","0",0.000,0.000,"248","248",Andrushkino,Monthly,"2998450","248",Alazeja,RS,29000.0,"1","1978","12","1993",M,0.0,"41573","236",Alazeya,"2","25",521.5,28510.9,28510.9,"0",29000.0,45.0,0.0,211.0,45.0,48.9,49.7,48.9,49.7,8.63,269.10,5.8,8.63,155.250,69.750
"249","0",0.000,0.000,"249","249",Sredne-Kolymsk,Monthly,"2998500","249",Kolyma,RS,361000.0,"1","1927","12","1988",M,12.9,"27162","41",Kolyma,"4","269",1635.8,362790.9,362790.9,"250",361000.0,2214.7,16.0,21576.0,2214.7,193.5,192.5,193.5,192.5,65.22,320.67,3.0,65.22,154.250,67.750
"250","0",0.000,0.000,"250","250",Kolymskaya,Monthly,"2998510","250",Kolyma,RS,526000.0,"1","1978","12","1994",M,0.0,"27153","41",Kolyma,"4","407",1899.0,536287.9,173497.0,"0",165000.0,3109.0,29.0,25372.0,894.2,186.4,182.8,170.9,162.5,97.13,348.84,1.7,75.54,158.750,68.750
"251","0",0.000,0.000,"251","251",Ala-Chubuk,Monthly,"2998600","251",Nera,RS,22300.0,"1","1965","12","1984",M,8.8,"31447","63",Indigirka,"2","16",347.3,21535.5,21535.5,"247",22300.0,115.9,0.0,988.0,115.9,163.9,169.7,163.9,169.7,39.14,252.63,4.3,39.14,144.726,65.243
"252","0",0.000,0.000,"252","252",Nadym,Monthly,"2999200","252",Nadym,RS,48000.0,"1","1978","12","1987",M,0.0,"42706","283",Nadym,"3","32",453.7,42947.9,42947.9,"0",48000.0,460.7,63.0,2667.0,460.7,302.7,338.3,302.7,338.3,332.63,619.98,1.0,332.63,72.250,65.750
"253","0",0.000,0.000,"253","253",Sidorovsk,Monthly,"2999250","253",Taz,RS,100000.0,"1","1978","12","1994",M,30.9,"31975","66",Pur - Taz,"3","73",716.2,97165.7,97165.7,"0",100000.0,1034.5,124.0,5234.0,1034.5,326.3,335.8,326.3,335.8,328.05,640.84,1.0,328.05,82.250,67.250
